"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"COMMUNITY MANAGER/COMERCIAL PUESTO EXCLUSIVAMENTE FEMENINO","Franquicia internacional Deportes","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","Community Manager, VENDEDORA. Profesional de marketing digital y VENTAS responsable de la gestión y desarrollo de clientes en nuestra empresa.",2018-12-11 14:30:22
"GUARDIA DE SEGURIDAD","SABROSO","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Buscamos guardia de seguridad con disponibilidad inmediata y experiencia en el cargo, para trabajar en un maxi kiosco en el barrio Cordón. Disponibilidad p ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Tareas administrativas dentro de la administración de la empresa. Auxiliar Administrativa con conocimientos contables (Excluyente) Buen manejo de Office Ex ...",2018-12-11 14:30:22
"VENDEDOR","Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Aptitud de trabajo. Se busca que el vendedor sea puntual, pro activo y responsable.   Debe desarrollar tareas dentro y fuera de Montevideo, en horario comp ...",2018-12-11 14:30:22
"LIMPIADORA","Fernando","Auxiliar","Servicios - Oficios","Hace 1 mes ","Limpieza en una residencia estudiantil de lunes a viernes de 9 a 13 La limpieza y el cuidado de la casa",2018-12-11 14:30:22
"CADETE C/MOTO PROPIA PARA FARMACIA DE 17 A 01 HS","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Importante empresa del rubro farmacéutico busca cadete c/moto propia.  La búsqueda se orienta a personas con gran conocimiento de calles, gusto por la aten ...",2018-12-11 14:30:22
"CHOFER DE TAXI","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER DE TAXI DE MONTEVIDEO. LIBRETA CAT E. HORARIO DIURNO DE 3 A 15 HS Y HORARIO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. CHOFER DE TAXI. HORARIO D ...",2018-12-11 14:30:22
"AYUDANTE DE PRIMERA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","Ayudante con experiencia en peluquería femenina , piletista , sepa manos,  brushing , depilación ,etc El trabajo sería para jueves 1/2 día y viernes y sába ...",2018-12-11 14:30:22
"CHOFER","Empresa de transporte","Medio Oficial","Producción","Hace 1 mes ","Chofer de camión con experiencia para reparto en Montevideo. Chofer de camión con experiencia para reparto en Montevideo.",2018-12-11 14:30:22
"SYNGENTA: CONTACT CENTER HR ADVISOR JR","ADVICE","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Requirements: Student in Administration, HR or Accountant. A minimum of 1 years experience working in customer facing services role at Shared Service Cente ...",2018-12-11 14:30:22
"AUXILIAR MECÁNICO AUTOMOTRIZ","MODIFER  SA","Auxiliar","Producción","Hace 1 mes ","Cambios de aceite y mantenimiento general Ayudara al mecánico presente con sus tareas",2018-12-11 14:30:22
"CHOFER","Carpag Tur","Peon","Servicios - Oficios","Hace 1 mes ","Todas las referentes a la Categoría Chofer Consejo de salario Grupo 13 Subgrupo 04 Horario Diurno de 6 a 18 y Nocturno de 18 a 02 Requisitos (Excluyentes)  ...",2018-12-11 14:30:22
"ENCARGADO DE FARMACIA 17 A 01 HS","Importante cadena de farmacias busca","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Busca Encargado de local Requisitos excluyentes: - Disponibilidad para trabajar 44 horas semanales, librando entre semana. - Experiencia previa en el rubr ...",2018-12-11 14:30:22
"VENDEDOR","Smile Factory Group","Otros","Llamados - Concursos","Hace 1 mes ","Ofrecer y concretar la adquisición de servicios web, paginas autogestionables, redes sociales y correos corporativos. Llevar a cabo toda la gestión de vent ...",2018-12-11 14:30:22
"RESPONSABLE DE COMERCIO EXTERIOR","ADVICE","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Administrará, controlará y dará seguimiento a todas las tareas de comercio exterior de la empresa cliente de acuerdo a las órdenes recibidas. Emitirá las f ...",2018-12-11 14:30:22
"CAJERA VENDEDORA","Carrito de comidas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Cajera Vendedora para el turno nocturno (de 00 a 08hs) Experiencia en caja  de 22 a 30años",2018-12-11 14:30:22
"AUXILIAR DE CAJA","","Auxiliar","Atención al cliente","Hace 1 mes ","Atención al mostrador, apertura o cierre del local, limpieza y mantenimiento del mismo.Colaborar en funciones de caja, contar con experiencia en sistema sc ...",2018-12-11 14:30:22
"SANDWICHEROS, MOZOS, COCINEROS","Nueva empresa gastronómica","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Nueva Empresa Gastronómica necesita Sandwichero, Cocineros y Mozos para bares de próxima apertura. Se prefiere personal con experiencia entre 20 y 40 años  ...",2018-12-11 14:30:22
"DESARROLLADOR .NET","GEOCOM URUGUAY","Analista","Tecnologías de la información","Hace 1 mes "," Qué proponemos? •	El desafío de participar en proyectos (nacionales e internacionales) de alto impacto •	Estabilidad y excelente ambiente laboral •	Estac ...",2018-12-11 14:30:22
"AUXILIAR DE VENTAS Y DESPACHO","Bocatti Empanadas","Auxiliar","Servicios - Oficios","Hace 1 mes ","Atención al cliente, cocción y despacho de mercadería Venta telefónica y presencial, preparación de los pedidos, tareas de limpieza y acondicionamiento del ...",2018-12-11 14:30:22
"CORTADOR PIZZERO","la barra","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","CORTADOR DE PIZZERIA Y PIZZERO AUXILIAR DE SER NESESARIO ,PARA VIERNES Y SABADOS SER PUNTUAL ,HIGENICO  Y  DINAMICO",2018-12-11 14:30:22
"SUSHIMAN PARA NUEVO EMPRENDIMIENTO GASTRONOMICO","Emprendimiento gastronomico","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaboracion de sushi y preparaciones tradicionales. Debe contar con formación en gastronomía, con conocimientos y preferentemente experiencia comprobable e ...",2018-12-11 14:30:22
"ARMADOR","","Oficial","Producción","Hace 1 mes ","Armado y desarmado de vehículos en sección chapa. Armado y desarmado de vehículos en sección chapa.",2018-12-11 14:30:22
"OFICIAL, MEDIO OFICIAL Y APRENDIZ","","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Electricista Oficial, medio Oficial  y Aprendiz  para obra en Montevideo Oficial  Medio Oficial Aprendiz",2018-12-11 14:30:22
"ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Tendrá como principal objetivo desempeñarse en el área corporativa. Asistirá en los deals en los que esté involucrado. Colaborará en actividades de asesora ...",2018-12-11 14:30:22
"ENCUESTADORAS/ES","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Para relevamiento en punto de venta Tomar datos en punto de venta",2018-12-11 14:30:22
"COMERCIAL SENIOR - RUBRO EXPORTACIONES","MAZARS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Seleccionamos para Agente de Cargas de importante grupo marítimo un Comercial Senior que cuente con experiencia en el área comercial del sector de exportac ...",2018-12-11 14:30:22
"DOMESTICA","MODIFER  SA","Auxiliar","Servicios - Oficios","Hace 1 mes ","Toda tarea. Ayuda a nivel domestico en toda tarea.",2018-12-11 14:30:22
"AYUDANTE CONFITERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Colaborar con la elaboración de confiteria y panaderia, limpieza de herramientas y materiales del sector Responsable de las tareas de colaboración en el ar ...",2018-12-11 14:30:22
"GUARDIA MONITORES","","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de Seguridad Calificada para Vigilancia por Monitores con  Experiencia comprobada. Guardia de Seguridad Calificada para Vigilancia por Monitores .  ...",2018-12-11 14:30:22
"SYNGENTA: COSTING ANALYST","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requirements: Public Accountants (CPA) or Business Administration advanced students or Graduated. At least 2 years of experience in similar positions at Sh ...",2018-12-11 14:30:22
"AUXILIAR ESTUDIO CONTABLE","Asesoria Contable","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidacion de sueldos IyC y construcción  Confeccion de nominas Secretaria Liquidacion de sueldos",2018-12-11 14:30:22
"OFICIALES Y MEDIOS","STI soluciones tecnicas integrales","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","nos encontramos en la búsqueda de oficiales y medios oficiales electricistas, para llevar adelante, trabajos puntuales. remuneración acorde referencias com ...",2018-12-11 14:30:22
"SYNGENTA: STRATEGIC SOURCING LEAD","ADVICE","Supervisor / Encargado","Recursos Humanos","Hace 1 mes ","Requirements: Graduated on Psychology, Administration or any other similar area. At least 8 years of previous experience in Recruitment operations at Share ...",2018-12-11 14:30:22
"SYNGENTA: RECRUITER ADVISOR","ADVICE","Analista","Recursos Humanos","Hace 1 mes ","Requirements: Graduated on Administration, HR or Psychology.  Previous experience of 4 to 5 years in Recruitment at Shared Service Centers or Multinational ...",2018-12-11 14:30:22
"SYNGENTA: RECRUITMENT LEAD","ADVICE","Analista","Recursos Humanos","Hace 1 mes ","Requirements: Graduated on Psychology, Administration or any other similar area. At least 8 years of previous experience in Recruitment operations at Share ...",2018-12-11 14:30:22
"VENDEDOR DE EQUIPAMIENTO OFTALMOLÓGICO","Empresa dedicada a la venta de equipamiento oftalmológico y para óptica","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","La búsqueda se orienta a personas entre 30-55 años, de buena  presencia, con marcado perfil comercial, proactivo, con excelentes habilidades comunicacional ...",2018-12-11 14:30:22
"ADMINISTRATIVA/O PARA LAS PIEDRAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Administrativo. Administrativo.",2018-12-11 14:30:22
"RESPONSABLE DE OBRA","ejd costructora","Profesional","Construcción - Arquitectura","Hace 1 mes ","responsable de obra y de proyectos estamos en la busqueda de arquitectos con ganas de progresar y crecer a nivel profecional y economico . con muchas oport ...",2018-12-11 14:30:22
"GUARDIA DE SEGURIDAD PARA PANDO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la Zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...",2018-12-11 14:30:22
"ENCARGADA","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","buscamos una encargada para local de venta de golosinas, con personal a cargo y dos encargadas mas. Dinámica, con iniciativa, responsable, experiencia con  ...",2018-12-11 14:30:22
"VENDEDORA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","vendedora 20 a 35 años, buena presencia, dinámica, responsable, puntual, buen relacionamiento con grupo de trabajo, simpática, se valora experiencia anteri ...",2018-12-11 14:30:22
"CARPINTERO ABERTURAS DE MADERA ","RC Aberturas","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","armado de puertas trabajo a medida carga y descarga entrega de mercadería limpieza de taller  colocaciones a domicilio atención de reclamos  Importante emp ...",2018-12-11 14:30:22
"VISITADOR EN COMERCIOS VETERINARIOS Y PETSHOPS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","- VISITAR CLINICAS VETERINARIAS Y PETSHOPS - VENTAS Y COBRANZAS - PROMOCION DE PRODUCTOS - SE BUSCA ESTUDIANTE DE VETERINARIA PARA VISITA A COMERCIOS VETER ...",2018-12-11 14:30:22
"GRAPHIC DESIGNER","ADVICE","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","We work to pursue the most innovative creative advertising for our clients through intelligence, imagination and ruthless focus. We are looking for a Seni ...",2018-12-11 14:30:22
"TRAFFICKER","Importante empresa","Analista","Tecnologías de la información","Hace 1 mes ","Responsabilidades: • Planificación, programación, monitoreo e implementación de campañas digitales. • Seguimiento, optimización y análisis de resultados.  ...",2018-12-11 14:30:22
"DEPILADORA","Centro de bienestar - Florencia Lasserre","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ",":: Depilación descartable :: Depilación española :: Manos y pies :: Esmaltado permanente :: Mayor de 21 años :: Muy buena onda y excelente presencia :: Ho ...",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 4 semanas "," Amobos sexos, horario a convenir, próximo zona Lezica",2018-12-11 14:30:22
"OFICIAL","Empresa","Oficial","Construcción - Arquitectura","Hace 4 semanas ","Se necesita oficial albañil para trabajos varios de albañileria. Con experiencia y referencias. Buena disposición al trabajo. Sin faltas.  - Colocacion de ...",2018-12-11 14:30:22
"ATENCIÓN SECTOR FOOD SERVICE (COMIDA)","GRUPO RELUCE","Auxiliar","Atención al cliente","Hace 4 semanas ","Consultora GRUPO DINÁMICA busca persona para ATENCIÓN SECTOR FOOD SERVICE (COMIDA) en tienda. Requisitos: - Carné de Salud vigente - DISPONIBILIDAD PARA H ...",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 4 semanas "," Para taxi, jubilado, ambos sexos Disponibilidad horaria",2018-12-11 14:30:22
"VENDEDOR EMPRENDEDOR","Lpasociados","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Se integran personas que esten en la busqueda de trabajo independiente. VENTAS y LIDERAZGO con facilidad de palabra para contacto en frio o por internet co ...",2018-12-11 14:30:22
"EMPRENDEDOR VENDEDOR","Lpasociados","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Se integran personas que esten en la busqueda de trabajo independiente. VENTAS y LIDERAZGO con facilidad de palabra para contacto en frio o por internet co ...",2018-12-11 14:30:22
"CHAPISTA COMPETENTE NECESITO. ","Taller Reyles","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","chapista competente necesito chapista competente necesito",2018-12-11 14:30:22
"ADMINISTRATIVO/A - CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Se busca persona responsable, con buena presencia, para incorporación inmediata en régimen part-time.- Lunes a Viernes 6hs - en la tarde Remuneración Líqui ...",2018-12-11 14:30:22
"ESTETICISTA","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Depiladora, manicura y pedicura Desempeñar sus funciones con responsabilidad y excelencia.",2018-12-11 14:30:22
"PROMOTORAS - VOLANTERAS MIXTO","Promoción","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Todos los sistemas de Promoción con y sin volante PROMOS, VOLANTERAS/OS, EVENTOS inicia ya!! CV con foto. ",2018-12-11 14:30:22
"VENDEDOR DE REPUESTOS Y AUTOPARTES","Importadora y distribuidora de repuestos y autopartes","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Somos una empresa nueva, que está en pleno proceso de ingreso en el mercado de accesorios de vehículos y tiene planes de desarrollo y crecimiento respaldad ...",2018-12-11 14:30:22
"INGENIERO INDUSTRIAL MECÁNICO","ADVICE","Profesional","Producción","Hace 1 mes ","Profesionales universitarios de Ingeniería Mecánica. Buen dominio del idioma inglés. Implica radiación excluyente en el departamento. Será responsable de p ...",2018-12-11 14:30:22
"TOP SYSTEMS: DESARROLLADOR JAVA SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Desde 1987 generamos soluciones tecnológicas innovadoras, que se constituyen en partes fundamentales del funcionamiento de cada uno de nuestros clientes. E ...",2018-12-11 14:30:22
"MECÁNICO","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Mantenimiento de flota de camiones semi remolque en empresa de Servicios Carga horaria semanal de 48 horas de lunes a sábado. Trabajo efectivo",2018-12-11 14:30:22
"CADETE GESTOR","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Estará a cargo de trámites en entes públicos y privados, haciendo seguimiento de las tareas encomendadas. Realizará tareas administrativas de soporte. La b ...",2018-12-11 14:30:22
"SYNGENTA: ORDER TO CASH ANALYST <U+0080>","ADVICE","Analista","Administración - Secretariado","Hace 1 mes ","Requirements: Advanced student of Accounting or Business Administration.  At least 2 years of experience in similar positions at Shared Services Centers o ...",2018-12-11 14:30:22
"AYUDANTE DE COCINA","Burlesque ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","AYUDANTE DE COCINA CON O SIN EXPERIENCIA,HORARIO TARDE NOCHE,ZONA POCITOS-BUCEO,BUEN AMBIENTE . AYUDANTE DE COCINA CON O SIN EXPERIENCIA,HORARIO TARDE NOCH ...",2018-12-11 14:30:22
"DEPILADORA, MANICURA, PIES","Silvia Clavijo","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Depiladora, manicura, pies Depiladora, manicura y estética de pies",2018-12-11 14:30:22
"VENDEDOR CORPORATIVO","MAZARS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Seleccionamos para reconocida empresa internacional, un vendedor corporativo. El objetivo del cargo consiste en incrementar las ventas de la empresa, para  ...",2018-12-11 14:30:22
